prompt_id,prompt_text,ref_path,variant,gen_path
animals_and_ecology_047_single,"A black-and-white panda with a round face and ears on top of its head sits in a lush, green forested area, holding a large, fresh bamboo stalk. The panda uses both paws to grip the vibrant green cylindrical plant, which has a cut end revealing white inner material, as it chews contentedly. After some time, the panda drops the partially eaten bamboo onto its lap while looking down at it curiously, surrounded by dense foliage and soft natural light filtering through the trees.",http://172.16.82.12:8010/ref/animals_and_ecology_047_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_047_single/wan21.mp4
animals_and_ecology_047_single,"A black-and-white panda with a round face and ears on top of its head sits in a lush, green forested area, holding a large, fresh bamboo stalk. The panda uses both paws to grip the vibrant green cylindrical plant, which has a cut end revealing white inner material, as it chews contentedly. After some time, the panda drops the partially eaten bamboo onto its lap while looking down at it curiously, surrounded by dense foliage and soft natural light filtering through the trees.",http://172.16.82.12:8010/ref/animals_and_ecology_047_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_047_single/vidu.mp4
animals_and_ecology_047_single,"A black-and-white panda with a round face and ears on top of its head sits in a lush, green forested area, holding a large, fresh bamboo stalk. The panda uses both paws to grip the vibrant green cylindrical plant, which has a cut end revealing white inner material, as it chews contentedly. After some time, the panda drops the partially eaten bamboo onto its lap while looking down at it curiously, surrounded by dense foliage and soft natural light filtering through the trees.",http://172.16.82.12:8010/ref/animals_and_ecology_047_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_047_single/cogfun.mp4
animals_and_ecology_047_single,"A black-and-white panda with a round face and ears on top of its head sits in a lush, green forested area, holding a large, fresh bamboo stalk. The panda uses both paws to grip the vibrant green cylindrical plant, which has a cut end revealing white inner material, as it chews contentedly. After some time, the panda drops the partially eaten bamboo onto its lap while looking down at it curiously, surrounded by dense foliage and soft natural light filtering through the trees.",http://172.16.82.12:8010/ref/animals_and_ecology_047_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_047_single/cogvideo5b.mp4
animals_and_ecology_047_single,"A black-and-white panda with a round face and ears on top of its head sits in a lush, green forested area, holding a large, fresh bamboo stalk. The panda uses both paws to grip the vibrant green cylindrical plant, which has a cut end revealing white inner material, as it chews contentedly. After some time, the panda drops the partially eaten bamboo onto its lap while looking down at it curiously, surrounded by dense foliage and soft natural light filtering through the trees.",http://172.16.82.12:8010/ref/animals_and_ecology_047_single/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_047_single/videocrafter.mp4
animals_and_ecology_048_multi,"shot1: A gray kangaroo with white spots, in a bent-legs pose and facing right, is jumping forward on the sandy ground while another gray kangaroo sits calmly behind it to the left, both surrounded by sparse vegetation including green leaves and yellow flowers near a tree trunk.
shot2: A gray kangaroo with white spots, in a bent-legs pose and facing right, is seen jumping forward from the background to the foreground while another smaller gray kangaroo sits on the ground looking left. The scene includes coarse tree branches scattered around as they move through an enclosure with sandy dirt ground and textured brown walls, under natural lighting that highlights their fur texture.",http://172.16.82.12:8010/ref/animals_and_ecology_048_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_048_multi/wan21.mp4
animals_and_ecology_048_multi,"shot1: A gray kangaroo with white spots, in a bent-legs pose and facing right, is jumping forward on the sandy ground while another gray kangaroo sits calmly behind it to the left, both surrounded by sparse vegetation including green leaves and yellow flowers near a tree trunk.
shot2: A gray kangaroo with white spots, in a bent-legs pose and facing right, is seen jumping forward from the background to the foreground while another smaller gray kangaroo sits on the ground looking left. The scene includes coarse tree branches scattered around as they move through an enclosure with sandy dirt ground and textured brown walls, under natural lighting that highlights their fur texture.",http://172.16.82.12:8010/ref/animals_and_ecology_048_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_048_multi/vidu.mp4
animals_and_ecology_048_multi,"shot1: A gray kangaroo with white spots, in a bent-legs pose and facing right, is jumping forward on the sandy ground while another gray kangaroo sits calmly behind it to the left, both surrounded by sparse vegetation including green leaves and yellow flowers near a tree trunk.
shot2: A gray kangaroo with white spots, in a bent-legs pose and facing right, is seen jumping forward from the background to the foreground while another smaller gray kangaroo sits on the ground looking left. The scene includes coarse tree branches scattered around as they move through an enclosure with sandy dirt ground and textured brown walls, under natural lighting that highlights their fur texture.",http://172.16.82.12:8010/ref/animals_and_ecology_048_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_048_multi/cogfun.mp4
animals_and_ecology_048_multi,"shot1: A gray kangaroo with white spots, in a bent-legs pose and facing right, is jumping forward on the sandy ground while another gray kangaroo sits calmly behind it to the left, both surrounded by sparse vegetation including green leaves and yellow flowers near a tree trunk.
shot2: A gray kangaroo with white spots, in a bent-legs pose and facing right, is seen jumping forward from the background to the foreground while another smaller gray kangaroo sits on the ground looking left. The scene includes coarse tree branches scattered around as they move through an enclosure with sandy dirt ground and textured brown walls, under natural lighting that highlights their fur texture.",http://172.16.82.12:8010/ref/animals_and_ecology_048_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_048_multi/cogvideo5b.mp4
animals_and_ecology_048_multi,"shot1: A gray kangaroo with white spots, in a bent-legs pose and facing right, is jumping forward on the sandy ground while another gray kangaroo sits calmly behind it to the left, both surrounded by sparse vegetation including green leaves and yellow flowers near a tree trunk.
shot2: A gray kangaroo with white spots, in a bent-legs pose and facing right, is seen jumping forward from the background to the foreground while another smaller gray kangaroo sits on the ground looking left. The scene includes coarse tree branches scattered around as they move through an enclosure with sandy dirt ground and textured brown walls, under natural lighting that highlights their fur texture.",http://172.16.82.12:8010/ref/animals_and_ecology_048_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_048_multi/videocrafter.mp4
animals_and_ecology_049_single,"Two large penguins, with smooth black and white bodies accented by yellow necks and tails, walk side by side across a snowy landscape under a clear blue sky. The larger penguin on the left stumbles slightly as it flaps its wings to regain balance while sliding forward; both are facing away from the camera but occasionally glance around. Their synchronized walking continues until one falls onto its belly, prompting the other to stop and look back at it before resuming their path together through the bright, sunlit snow.",http://172.16.82.12:8010/ref/animals_and_ecology_049_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_049_single/wan21.mp4
animals_and_ecology_049_single,"Two large penguins, with smooth black and white bodies accented by yellow necks and tails, walk side by side across a snowy landscape under a clear blue sky. The larger penguin on the left stumbles slightly as it flaps its wings to regain balance while sliding forward; both are facing away from the camera but occasionally glance around. Their synchronized walking continues until one falls onto its belly, prompting the other to stop and look back at it before resuming their path together through the bright, sunlit snow.",http://172.16.82.12:8010/ref/animals_and_ecology_049_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_049_single/vidu.mp4
animals_and_ecology_049_single,"Two large penguins, with smooth black and white bodies accented by yellow necks and tails, walk side by side across a snowy landscape under a clear blue sky. The larger penguin on the left stumbles slightly as it flaps its wings to regain balance while sliding forward; both are facing away from the camera but occasionally glance around. Their synchronized walking continues until one falls onto its belly, prompting the other to stop and look back at it before resuming their path together through the bright, sunlit snow.",http://172.16.82.12:8010/ref/animals_and_ecology_049_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_049_single/cogfun.mp4
animals_and_ecology_049_single,"Two large penguins, with smooth black and white bodies accented by yellow necks and tails, walk side by side across a snowy landscape under a clear blue sky. The larger penguin on the left stumbles slightly as it flaps its wings to regain balance while sliding forward; both are facing away from the camera but occasionally glance around. Their synchronized walking continues until one falls onto its belly, prompting the other to stop and look back at it before resuming their path together through the bright, sunlit snow.",http://172.16.82.12:8010/ref/animals_and_ecology_049_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_049_single/cogvideo5b.mp4
animals_and_ecology_049_single,"Two large penguins, with smooth black and white bodies accented by yellow necks and tails, walk side by side across a snowy landscape under a clear blue sky. The larger penguin on the left stumbles slightly as it flaps its wings to regain balance while sliding forward; both are facing away from the camera but occasionally glance around. Their synchronized walking continues until one falls onto its belly, prompting the other to stop and look back at it before resuming their path together through the bright, sunlit snow.",http://172.16.82.12:8010/ref/animals_and_ecology_049_single/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_049_single/videocrafter.mp4
animals_and_ecology_050_multi,"shot1: A large flock of pink flamingos stands in shallow water, their reflections visible on the wet surface under an overcast sky.
shot2: A large flock of white flamingos with pink legs and beaks stands closely together in shallow water, their reflections visible on the surface as they wade calmly.",http://172.16.82.12:8010/ref/animals_and_ecology_050_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_050_multi/wan21.mp4
animals_and_ecology_050_multi,"shot1: A large flock of pink flamingos stands in shallow water, their reflections visible on the wet surface under an overcast sky.
shot2: A large flock of white flamingos with pink legs and beaks stands closely together in shallow water, their reflections visible on the surface as they wade calmly.",http://172.16.82.12:8010/ref/animals_and_ecology_050_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_050_multi/vidu.mp4
animals_and_ecology_050_multi,"shot1: A large flock of pink flamingos stands in shallow water, their reflections visible on the wet surface under an overcast sky.
shot2: A large flock of white flamingos with pink legs and beaks stands closely together in shallow water, their reflections visible on the surface as they wade calmly.",http://172.16.82.12:8010/ref/animals_and_ecology_050_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_050_multi/cogfun.mp4
animals_and_ecology_050_multi,"shot1: A large flock of pink flamingos stands in shallow water, their reflections visible on the wet surface under an overcast sky.
shot2: A large flock of white flamingos with pink legs and beaks stands closely together in shallow water, their reflections visible on the surface as they wade calmly.",http://172.16.82.12:8010/ref/animals_and_ecology_050_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_050_multi/cogvideo5b.mp4
animals_and_ecology_050_multi,"shot1: A large flock of pink flamingos stands in shallow water, their reflections visible on the wet surface under an overcast sky.
shot2: A large flock of white flamingos with pink legs and beaks stands closely together in shallow water, their reflections visible on the surface as they wade calmly.",http://172.16.82.12:8010/ref/animals_and_ecology_050_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_050_multi/videocrafter.mp4
animals_and_ecology_052_multi,"shot1: A polar bear walks across fragmented ice floes, which are scattered and partially submerged in dark water under a bright sky, as the camera pans over to show more of the floating ice.
shot2: A polar bear is seen walking across fragmented ice floes, which are various shades of white and blue, floating in dark water as the camera pans over the scene, capturing both the movement of the animal and the drifting ice.",http://172.16.82.12:8010/ref/animals_and_ecology_052_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_052_multi/wan21.mp4
animals_and_ecology_052_multi,"shot1: A polar bear walks across fragmented ice floes, which are scattered and partially submerged in dark water under a bright sky, as the camera pans over to show more of the floating ice.
shot2: A polar bear is seen walking across fragmented ice floes, which are various shades of white and blue, floating in dark water as the camera pans over the scene, capturing both the movement of the animal and the drifting ice.",http://172.16.82.12:8010/ref/animals_and_ecology_052_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_052_multi/vidu.mp4
animals_and_ecology_052_multi,"shot1: A polar bear walks across fragmented ice floes, which are scattered and partially submerged in dark water under a bright sky, as the camera pans over to show more of the floating ice.
shot2: A polar bear is seen walking across fragmented ice floes, which are various shades of white and blue, floating in dark water as the camera pans over the scene, capturing both the movement of the animal and the drifting ice.",http://172.16.82.12:8010/ref/animals_and_ecology_052_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_052_multi/cogfun.mp4
animals_and_ecology_052_multi,"shot1: A polar bear walks across fragmented ice floes, which are scattered and partially submerged in dark water under a bright sky, as the camera pans over to show more of the floating ice.
shot2: A polar bear is seen walking across fragmented ice floes, which are various shades of white and blue, floating in dark water as the camera pans over the scene, capturing both the movement of the animal and the drifting ice.",http://172.16.82.12:8010/ref/animals_and_ecology_052_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_052_multi/cogvideo5b.mp4
animals_and_ecology_052_multi,"shot1: A polar bear walks across fragmented ice floes, which are scattered and partially submerged in dark water under a bright sky, as the camera pans over to show more of the floating ice.
shot2: A polar bear is seen walking across fragmented ice floes, which are various shades of white and blue, floating in dark water as the camera pans over the scene, capturing both the movement of the animal and the drifting ice.",http://172.16.82.12:8010/ref/animals_and_ecology_052_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_052_multi/videocrafter.mp4
animals_and_ecology_052_single,"A hand with pink fingernails gently hovers near a lush green plant, causing several butterflies to flutter their wings in response. The scene is well-lit by natural light streaming through an opening above, highlighting the vibrant blue and brown patterns on the large butterfly's wings as it moves around the foliage. Other smaller butterflies perch or hover nearby, some facing backward while others show off their open-wings display. As the hand reaches for another leaf, more butterflies take flight, creating a dynamic interplay between the human touch and the delicate movements of the insects against the dense backdrop of broad leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_052_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_052_single/wan21.mp4
animals_and_ecology_052_single,"A hand with pink fingernails gently hovers near a lush green plant, causing several butterflies to flutter their wings in response. The scene is well-lit by natural light streaming through an opening above, highlighting the vibrant blue and brown patterns on the large butterfly's wings as it moves around the foliage. Other smaller butterflies perch or hover nearby, some facing backward while others show off their open-wings display. As the hand reaches for another leaf, more butterflies take flight, creating a dynamic interplay between the human touch and the delicate movements of the insects against the dense backdrop of broad leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_052_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_052_single/vidu.mp4
animals_and_ecology_052_single,"A hand with pink fingernails gently hovers near a lush green plant, causing several butterflies to flutter their wings in response. The scene is well-lit by natural light streaming through an opening above, highlighting the vibrant blue and brown patterns on the large butterfly's wings as it moves around the foliage. Other smaller butterflies perch or hover nearby, some facing backward while others show off their open-wings display. As the hand reaches for another leaf, more butterflies take flight, creating a dynamic interplay between the human touch and the delicate movements of the insects against the dense backdrop of broad leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_052_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_052_single/cogfun.mp4
animals_and_ecology_052_single,"A hand with pink fingernails gently hovers near a lush green plant, causing several butterflies to flutter their wings in response. The scene is well-lit by natural light streaming through an opening above, highlighting the vibrant blue and brown patterns on the large butterfly's wings as it moves around the foliage. Other smaller butterflies perch or hover nearby, some facing backward while others show off their open-wings display. As the hand reaches for another leaf, more butterflies take flight, creating a dynamic interplay between the human touch and the delicate movements of the insects against the dense backdrop of broad leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_052_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_052_single/cogvideo5b.mp4
animals_and_ecology_052_single,"A hand with pink fingernails gently hovers near a lush green plant, causing several butterflies to flutter their wings in response. The scene is well-lit by natural light streaming through an opening above, highlighting the vibrant blue and brown patterns on the large butterfly's wings as it moves around the foliage. Other smaller butterflies perch or hover nearby, some facing backward while others show off their open-wings display. As the hand reaches for another leaf, more butterflies take flight, creating a dynamic interplay between the human touch and the delicate movements of the insects against the dense backdrop of broad leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_052_single/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_052_single/videocrafter.mp4
animals_and_ecology_053_multi,"shot1: A small, brown lizard with a spiky texture and yellow eyes is perched on a green plant amidst lush foliage, looking alert to its right while resting among white flowers and broad leaves in bright sunlight.
shot2: A small, alert lizard with green and yellow scales, an orange eye ring, rough spiky skin, brown-spiky body, wet appearance, perched upright on a plant branch amidst lush green leaves, its head facing right as it rests while looking at the surrounding flowers.",http://172.16.82.12:8010/ref/animals_and_ecology_053_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_053_multi/wan21.mp4
animals_and_ecology_053_multi,"shot1: A small, brown lizard with a spiky texture and yellow eyes is perched on a green plant amidst lush foliage, looking alert to its right while resting among white flowers and broad leaves in bright sunlight.
shot2: A small, alert lizard with green and yellow scales, an orange eye ring, rough spiky skin, brown-spiky body, wet appearance, perched upright on a plant branch amidst lush green leaves, its head facing right as it rests while looking at the surrounding flowers.",http://172.16.82.12:8010/ref/animals_and_ecology_053_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_053_multi/vidu.mp4
animals_and_ecology_053_multi,"shot1: A small, brown lizard with a spiky texture and yellow eyes is perched on a green plant amidst lush foliage, looking alert to its right while resting among white flowers and broad leaves in bright sunlight.
shot2: A small, alert lizard with green and yellow scales, an orange eye ring, rough spiky skin, brown-spiky body, wet appearance, perched upright on a plant branch amidst lush green leaves, its head facing right as it rests while looking at the surrounding flowers.",http://172.16.82.12:8010/ref/animals_and_ecology_053_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_053_multi/cogfun.mp4
animals_and_ecology_053_multi,"shot1: A small, brown lizard with a spiky texture and yellow eyes is perched on a green plant amidst lush foliage, looking alert to its right while resting among white flowers and broad leaves in bright sunlight.
shot2: A small, alert lizard with green and yellow scales, an orange eye ring, rough spiky skin, brown-spiky body, wet appearance, perched upright on a plant branch amidst lush green leaves, its head facing right as it rests while looking at the surrounding flowers.",http://172.16.82.12:8010/ref/animals_and_ecology_053_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_053_multi/cogvideo5b.mp4
animals_and_ecology_053_multi,"shot1: A small, brown lizard with a spiky texture and yellow eyes is perched on a green plant amidst lush foliage, looking alert to its right while resting among white flowers and broad leaves in bright sunlight.
shot2: A small, alert lizard with green and yellow scales, an orange eye ring, rough spiky skin, brown-spiky body, wet appearance, perched upright on a plant branch amidst lush green leaves, its head facing right as it rests while looking at the surrounding flowers.",http://172.16.82.12:8010/ref/animals_and_ecology_053_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_053_multi/videocrafter.mp4
animals_and_ecology_053_single,"A large adult male elephant with gray, wrinkled skin and prominent tusks slowly walks through a dense forest, its body positioned centrally in the foreground as it moves towards the camera. The lush green foliage surrounds the elephant, creating a vibrant natural backdrop under bright daylight. Its ears flap slightly while it maintains a calm demeanor, showcasing rough-textured skin that glistens subtly in the light. As the elephant approaches, more details of its trunk and facial features become visible, emphasizing its gentle yet powerful presence within the verdant environment.",http://172.16.82.12:8010/ref/animals_and_ecology_053_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_053_single/wan21.mp4
animals_and_ecology_053_single,"A large adult male elephant with gray, wrinkled skin and prominent tusks slowly walks through a dense forest, its body positioned centrally in the foreground as it moves towards the camera. The lush green foliage surrounds the elephant, creating a vibrant natural backdrop under bright daylight. Its ears flap slightly while it maintains a calm demeanor, showcasing rough-textured skin that glistens subtly in the light. As the elephant approaches, more details of its trunk and facial features become visible, emphasizing its gentle yet powerful presence within the verdant environment.",http://172.16.82.12:8010/ref/animals_and_ecology_053_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_053_single/vidu.mp4
animals_and_ecology_053_single,"A large adult male elephant with gray, wrinkled skin and prominent tusks slowly walks through a dense forest, its body positioned centrally in the foreground as it moves towards the camera. The lush green foliage surrounds the elephant, creating a vibrant natural backdrop under bright daylight. Its ears flap slightly while it maintains a calm demeanor, showcasing rough-textured skin that glistens subtly in the light. As the elephant approaches, more details of its trunk and facial features become visible, emphasizing its gentle yet powerful presence within the verdant environment.",http://172.16.82.12:8010/ref/animals_and_ecology_053_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_053_single/cogfun.mp4
animals_and_ecology_053_single,"A large adult male elephant with gray, wrinkled skin and prominent tusks slowly walks through a dense forest, its body positioned centrally in the foreground as it moves towards the camera. The lush green foliage surrounds the elephant, creating a vibrant natural backdrop under bright daylight. Its ears flap slightly while it maintains a calm demeanor, showcasing rough-textured skin that glistens subtly in the light. As the elephant approaches, more details of its trunk and facial features become visible, emphasizing its gentle yet powerful presence within the verdant environment.",http://172.16.82.12:8010/ref/animals_and_ecology_053_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_053_single/cogvideo5b.mp4
animals_and_ecology_053_single,"A large adult male elephant with gray, wrinkled skin and prominent tusks slowly walks through a dense forest, its body positioned centrally in the foreground as it moves towards the camera. The lush green foliage surrounds the elephant, creating a vibrant natural backdrop under bright daylight. Its ears flap slightly while it maintains a calm demeanor, showcasing rough-textured skin that glistens subtly in the light. As the elephant approaches, more details of its trunk and facial features become visible, emphasizing its gentle yet powerful presence within the verdant environment.",http://172.16.82.12:8010/ref/animals_and_ecology_053_single/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_053_single/videocrafter.mp4
animals_and_ecology_054_multi,"shot1: Two young monkeys with gray-brown fur and long tails are walking forward in the foreground, while another monkey of similar appearance moves from the left side to join them on a sandy ground scattered with small leaves and twigs.
shot2: A young monkey with gray-brown fur and a long tail is seen walking forward, looking around in the foreground of a natural setting filled with dry leaves and patches of green moss on the ground, while another small monkey stands behind it.
shot3: A group of young monkeys with brown and gray fur, some standing in the background while one walks forward in the foreground, all looking around as they move on a sandy ground scattered with small leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_054_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_054_multi/vidu.mp4
animals_and_ecology_054_multi,"shot1: Two young monkeys with gray-brown fur and long tails are walking forward in the foreground, while another monkey of similar appearance moves from the left side to join them on a sandy ground scattered with small leaves and twigs.
shot2: A young monkey with gray-brown fur and a long tail is seen walking forward, looking around in the foreground of a natural setting filled with dry leaves and patches of green moss on the ground, while another small monkey stands behind it.
shot3: A group of young monkeys with brown and gray fur, some standing in the background while one walks forward in the foreground, all looking around as they move on a sandy ground scattered with small leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_054_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_054_multi/cogfun.mp4
animals_and_ecology_054_multi,"shot1: Two young monkeys with gray-brown fur and long tails are walking forward in the foreground, while another monkey of similar appearance moves from the left side to join them on a sandy ground scattered with small leaves and twigs.
shot2: A young monkey with gray-brown fur and a long tail is seen walking forward, looking around in the foreground of a natural setting filled with dry leaves and patches of green moss on the ground, while another small monkey stands behind it.
shot3: A group of young monkeys with brown and gray fur, some standing in the background while one walks forward in the foreground, all looking around as they move on a sandy ground scattered with small leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_054_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_054_multi/cogvideo5b.mp4
animals_and_ecology_054_multi,"shot1: Two young monkeys with gray-brown fur and long tails are walking forward in the foreground, while another monkey of similar appearance moves from the left side to join them on a sandy ground scattered with small leaves and twigs.
shot2: A young monkey with gray-brown fur and a long tail is seen walking forward, looking around in the foreground of a natural setting filled with dry leaves and patches of green moss on the ground, while another small monkey stands behind it.
shot3: A group of young monkeys with brown and gray fur, some standing in the background while one walks forward in the foreground, all looking around as they move on a sandy ground scattered with small leaves.",http://172.16.82.12:8010/ref/animals_and_ecology_054_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_054_multi/videocrafter.mp4
animals_and_ecology_055_multi,"shot1: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to interact with a man in a brown hat and shirt, who is feeding it from his hand while gesturing; another man in a green shirt stands nearby observing the scene under bright daylight with trees visible in the background.
shot2: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to reach for food held by a man in a brown hat and shirt, who is standing behind the barrier gesturing towards the elephant's trunk; another man in a green shirt stands nearby observing the interaction under bright sunlight.",http://172.16.82.12:8010/ref/animals_and_ecology_055_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_055_multi/wan21.mp4
animals_and_ecology_055_multi,"shot1: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to interact with a man in a brown hat and shirt, who is feeding it from his hand while gesturing; another man in a green shirt stands nearby observing the scene under bright daylight with trees visible in the background.
shot2: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to reach for food held by a man in a brown hat and shirt, who is standing behind the barrier gesturing towards the elephant's trunk; another man in a green shirt stands nearby observing the interaction under bright sunlight.",http://172.16.82.12:8010/ref/animals_and_ecology_055_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_055_multi/vidu.mp4
animals_and_ecology_055_multi,"shot1: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to interact with a man in a brown hat and shirt, who is feeding it from his hand while gesturing; another man in a green shirt stands nearby observing the scene under bright daylight with trees visible in the background.
shot2: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to reach for food held by a man in a brown hat and shirt, who is standing behind the barrier gesturing towards the elephant's trunk; another man in a green shirt stands nearby observing the interaction under bright sunlight.",http://172.16.82.12:8010/ref/animals_and_ecology_055_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_055_multi/cogfun.mp4
animals_and_ecology_055_multi,"shot1: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to interact with a man in a brown hat and shirt, who is feeding it from his hand while gesturing; another man in a green shirt stands nearby observing the scene under bright daylight with trees visible in the background.
shot2: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to reach for food held by a man in a brown hat and shirt, who is standing behind the barrier gesturing towards the elephant's trunk; another man in a green shirt stands nearby observing the interaction under bright sunlight.",http://172.16.82.12:8010/ref/animals_and_ecology_055_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_055_multi/cogvideo5b.mp4
animals_and_ecology_055_multi,"shot1: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to interact with a man in a brown hat and shirt, who is feeding it from his hand while gesturing; another man in a green shirt stands nearby observing the scene under bright daylight with trees visible in the background.
shot2: A large black elephant with a white mark on its forehead and tusks extends its trunk over a green barrier to reach for food held by a man in a brown hat and shirt, who is standing behind the barrier gesturing towards the elephant's trunk; another man in a green shirt stands nearby observing the interaction under bright sunlight.",http://172.16.82.12:8010/ref/animals_and_ecology_055_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_055_multi/videocrafter.mp4
animals_and_ecology_055_single,"A male lion with a dark-brown mane and light-brown coat stands aggressively, roaring while fighting another smaller female lion with a lighter tan coat. The male leads the way forward, walking through dry grass and patches of green foliage, as the female follows closely behind him to his left. Both lions display an aggressive state throughout the scene, set against a backdrop of dense green leaves and scattered logs on the ground.",http://172.16.82.12:8010/ref/animals_and_ecology_055_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_055_single/wan21.mp4
animals_and_ecology_055_single,"A male lion with a dark-brown mane and light-brown coat stands aggressively, roaring while fighting another smaller female lion with a lighter tan coat. The male leads the way forward, walking through dry grass and patches of green foliage, as the female follows closely behind him to his left. Both lions display an aggressive state throughout the scene, set against a backdrop of dense green leaves and scattered logs on the ground.",http://172.16.82.12:8010/ref/animals_and_ecology_055_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_055_single/vidu.mp4
animals_and_ecology_055_single,"A male lion with a dark-brown mane and light-brown coat stands aggressively, roaring while fighting another smaller female lion with a lighter tan coat. The male leads the way forward, walking through dry grass and patches of green foliage, as the female follows closely behind him to his left. Both lions display an aggressive state throughout the scene, set against a backdrop of dense green leaves and scattered logs on the ground.",http://172.16.82.12:8010/ref/animals_and_ecology_055_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_055_single/cogfun.mp4
animals_and_ecology_055_single,"A male lion with a dark-brown mane and light-brown coat stands aggressively, roaring while fighting another smaller female lion with a lighter tan coat. The male leads the way forward, walking through dry grass and patches of green foliage, as the female follows closely behind him to his left. Both lions display an aggressive state throughout the scene, set against a backdrop of dense green leaves and scattered logs on the ground.",http://172.16.82.12:8010/ref/animals_and_ecology_055_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_055_single/cogvideo5b.mp4
